player,born,nation,positions,team_count,league_count,season_count,teams,leagues,seasons,player_id,matched_name,match_type,matched_flag,join_player,born_int
Manuel Ugarte,2001.0,URU,MF,1,1,1,Paris Saint-Germain,FRA-Ligue 1,2023-24,476701.0,Manuel Ugarte,exact_name_plus_birth_year,True,manuel ugarte,2001
Marash Kumbulla,2000.0,ALB,DF,3,1,5,"Hellas Verona, Roma, Sassuolo",ITA-Serie A,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",371371.0,Marash Kumbulla,exact_name_plus_birth_year,True,marash kumbulla,2000
Marc Albrighton,1989.0,ENG,"MF, MF,FW",1,1,5,Leicester City,ENG-Premier League,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23",61560.0,Marc Albrighton,exact_name_plus_birth_year,True,marc albrighton,1989
Marc Bartra,1991.0,ESP,"DF, DF,MF",1,1,5,Real Betis,ESP-La Liga,"2018-19, 2019-20, 2020-21, 2021-22, 2023-24",99922.0,Marc Bartra,exact_name_plus_birth_year,True,marc bartra,1991
Marc Baró,1999.0,ESP,DF,1,1,1,Cádiz,ESP-La Liga,2020-21,388512.0,Marc Baró,exact_name_plus_birth_year,True,marc baró,1999
Marc Cardona,1995.0,ESP,"FW, FW,MF",3,1,4,"Eibar, Las Palmas, Osasuna",ESP-La Liga,"2018-19, 2019-20, 2020-21, 2023-24",443222.0,Marc Cardona,exact_name_plus_birth_year,True,marc cardona,1995
Marc Carmona,2001.0,ESP,DF,1,1,1,Mallorca,ESP-La Liga,2021-22,628488.0,Marc Carmona,exact_name_plus_birth_year,True,marc carmona,2001
Marc Casado,2003.0,ESP,MF,1,1,2,Barcelona,ESP-La Liga,"2022-23, 2023-24",636695.0,Marc Casadó,exact_name_plus_birth_year,True,marc casado,2003
Marc Cucurella,1998.0,ESP,"DF, DF,MF, MF, MF,DF",4,2,6,"Brighton, Chelsea, Eibar, Getafe","ENG-Premier League, ESP-La Liga","2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",284857.0,Marc Cucurella,exact_name_plus_birth_year,True,marc cucurella,1998
Marc Guiu,2006.0,ESP,FW,1,1,2,Barcelona,ESP-La Liga,"2022-23, 2023-24",938158.0,Marc Guiu,exact_name_plus_birth_year,True,marc guiu,2006
Marc Guéhi,2000.0,ENG,DF,2,1,5,"Chelsea, Crystal Palace",ENG-Premier League,"2018-19, 2019-20, 2021-22, 2022-23, 2023-24",392757.0,Marc Guéhi,exact_name_plus_birth_year,True,marc guéhi,2000
Marc Jurado,2004.0,ESP,DF,1,1,1,Manchester Utd,ENG-Premier League,2022-23,709960.0,Marc Jurado,exact_name_plus_birth_year,True,marc jurado,2004
Marc Leonard,2001.0,SCO,MF,1,1,1,Brighton,ENG-Premier League,2021-22,463751.0,Marc Leonard,exact_name_plus_birth_year,True,marc leonard,2001
Marc Martínez,1990.0,ESP,GK,1,1,1,Granada,ESP-La Liga,2023-24,129374.0,Marc Martínez,exact_name_plus_birth_year,True,marc martínez,1990
Marc Muniesa,1992.0,ESP,"DF,MF",1,1,1,Girona,ESP-La Liga,2018-19,74228.0,Marc Muniesa,exact_name_plus_birth_year,True,marc muniesa,1992
Marc Navarro,1995.0,ESP,"DF, MF",2,2,2,"Leganés, Watford","ENG-Premier League, ESP-La Liga","2018-19, 2019-20",335245.0,Marc Navarro,exact_name_plus_birth_year,True,marc navarro,1995
Marc Pedraza,1987.0,ESP,MF,1,1,1,Mallorca,ESP-La Liga,2019-20,72319.0,Marc Pedraza,exact_name_plus_birth_year,True,marc pedraza,1987
Marc Pubill,2003.0,ESP,"DF, DF,MF",2,1,2,"Almería, Levante",ESP-La Liga,"2021-22, 2023-24",844637.0,Marc Pubill,exact_name_plus_birth_year,True,marc pubill,2003
Marc Pugh,1987.0,ENG,"FW,MF",1,1,1,Bournemouth,ENG-Premier League,2018-19,36939.0,Marc Pugh,exact_name_plus_birth_year,True,marc pugh,1987
Marc Roca,1996.0,ESP,MF,4,3,6,"Bayern Munich, Espanyol, Leeds United, Real Betis","ENG-Premier League, ESP-La Liga, GER-Bundesliga","2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",336869.0,Marc Roca,exact_name_plus_birth_year,True,marc roca,1996
Marc Stendera,1995.0,GER,MF,1,1,1,Eintracht Frankfurt,GER-Bundesliga,2018-19,160943.0,Marc Stendera,exact_name_plus_birth_year,True,marc stendera,1995
Marc Tenas,2001.0,ESP,MF,1,1,1,Alavés,ESP-La Liga,2021-22,628472.0,Marc Tenas,exact_name_plus_birth_year,True,marc tenas,2001
Marc Vidal,1991.0,FRA,GK,1,1,1,Toulouse,FRA-Ligue 1,2018-19,123160.0,Marc Vidal,exact_name_plus_birth_year,True,marc vidal,1991
Marc Vito,1996.0,ESP,GK,1,1,1,Girona,ESP-La Liga,2018-19,378947.0,Marc Vito,exact_name_plus_birth_year,True,marc vito,1996
Marc-André ter Stegen,1992.0,GER,GK,1,1,6,Barcelona,ESP-La Liga,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",74857.0,Marc-André ter Stegen,exact_name_plus_birth_year,True,marc-andré ter stegen,1992
Marc-Aurèle Caillard,1994.0,FRA,GK,2,1,3,"Guingamp, Metz",FRA-Ligue 1,"2018-19, 2020-21, 2021-22",205465.0,Marc-Aurèle Caillard,exact_name_plus_birth_year,True,marc-aurèle caillard,1994
Marc-Oliver Kempf,1995.0,GER,DF,2,1,4,"Hertha BSC, Stuttgart",GER-Bundesliga,"2018-19, 2020-21, 2021-22, 2022-23",160938.0,Marc Oliver Kempf,exact_name_plus_birth_year,True,marc-oliver kempf,1995
Marcel Halstenberg,1991.0,GER,"DF, DF,MF",1,1,5,RB Leipzig,GER-Bundesliga,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23",70243.0,Marcel Halstenberg,exact_name_plus_birth_year,True,marcel halstenberg,1991
Marcel Hartel,1996.0,GER,MF,1,1,1,Arminia,GER-Bundesliga,2020-21,189073.0,Marcel Hartel,exact_name_plus_birth_year,True,marcel hartel,1996
Marcel Johnen,2002.0,GER,GK,1,1,1,Leverkusen,GER-Bundesliga,2020-21,527555.0,Marcel Johnen,exact_name_plus_birth_year,True,marcel johnen,2002
Marcel Lavinier,2000.0,ENG,DF,1,1,1,Tottenham Hotspur,ENG-Premier League,2021-22,392772.0,Marcel Lavinier,exact_name_plus_birth_year,True,marcel lavinier,2000
Marcel Lotka,2001.0,POL,GK,2,1,4,"Dortmund, Hertha BSC",GER-Bundesliga,"2020-21, 2021-22, 2022-23, 2023-24",453737.0,Marcel Lotka,exact_name_plus_birth_year,True,marcel lotka,2001
Marcel Risse,1989.0,GER,"DF,FW",1,1,1,Köln,GER-Bundesliga,2019-20,51176.0,Marcel Risse,exact_name_plus_birth_year,True,marcel risse,1989
Marcel Sabitzer,1994.0,AUT,"FW,MF, MF, MF,DF, MF,FW",4,2,6,"Bayern Munich, Dortmund, Manchester Utd, RB Leipzig","ENG-Premier League, GER-Bundesliga","2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",106987.0,Marcel Sabitzer,exact_name_plus_birth_year,True,marcel sabitzer,1994
Marcel Schmelzer,1988.0,GER,DF,1,1,2,Dortmund,GER-Bundesliga,"2018-19, 2019-20",35208.0,Marcel Schmelzer,exact_name_plus_birth_year,True,marcel schmelzer,1988
Marcel Schuhen,1993.0,GER,GK,1,1,1,Darmstadt 98,GER-Bundesliga,2023-24,93651.0,Marcel Schuhen,exact_name_plus_birth_year,True,marcel schuhen,1993
Marcel Sobottka,1994.0,GER,MF,1,1,2,Düsseldorf,GER-Bundesliga,"2018-19, 2019-20",119044.0,Marcel Sobottka,exact_name_plus_birth_year,True,marcel sobottka,1994
Marcel Tisserand,1993.0,COD,"DF, DF,MF",1,1,2,Wolfsburg,GER-Bundesliga,"2018-19, 2019-20",170463.0,Marcel Tisserand,exact_name_plus_birth_year,True,marcel tisserand,1993
Marcel Wenig,2004.0,GER,MF,1,1,1,Eintracht Frankfurt,GER-Bundesliga,2022-23,654872.0,Marcel Wenig,exact_name_plus_birth_year,True,marcel wenig,2004
Marcel Łubik,2004.0,POL,GK,1,1,1,Augsburg,GER-Bundesliga,2023-24,656250.0,Marcel Łubik,exact_name_plus_birth_year,True,marcel łubik,2004
Marcello Gazzola,1985.0,ITA,"MF,DF",1,1,1,Parma,ITA-Serie A,2018-19,57643.0,Marcello Gazzola,exact_name_plus_birth_year,True,marcello gazzola,1985
Marcello Trotta,1992.0,ITA,FW,2,1,1,"Frosinone, Sassuolo",ITA-Serie A,2018-19,129505.0,Marcello Trotta,exact_name_plus_birth_year,True,marcello trotta,1992
Marcelo,1987.0,BRA,DF,2,1,4,"Bordeaux, Lyon",FRA-Ligue 1,"2018-19, 2019-20, 2020-21, 2021-22",52920.0,Marcelo,exact_name_plus_birth_year,True,marcelo,1987
Marcelo,1988.0,BRA,"DF, DF,MF",1,1,4,Real Madrid,ESP-La Liga,"2018-19, 2019-20, 2020-21, 2021-22",44501.0,Marcelo,exact_name_plus_birth_year,True,marcelo,1988
Marcelo Brozović,1992.0,CRO,MF,1,1,5,Inter,ITA-Serie A,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23",156617.0,Marcelo Brozović,exact_name_plus_birth_year,True,marcelo brozović,1992
Marcelo Flores,2003.0,CAN,MF,1,1,1,Arsenal,ENG-Premier League,2021-22,668495.0,Marcelo Flores,exact_name_plus_birth_year,True,marcelo flores,2003
Marcelo Pitaluga,2002.0,BRA,GK,1,1,2,Liverpool,ENG-Premier League,"2021-22, 2023-24",662334.0,Marcelo Pitaluga,exact_name_plus_birth_year,True,marcelo pitaluga,2002
Marcelo Saracchi,1998.0,URU,DF,2,2,3,"Levante, RB Leipzig","ESP-La Liga, GER-Bundesliga","2018-19, 2019-20, 2021-22",373916.0,Marcelo Saracchi,exact_name_plus_birth_year,True,marcelo saracchi,1998
Marchena,2002.0,ESP,MF,1,1,1,Real Betis,ESP-La Liga,2021-22,,,,False,marchena,2002
Marciano Tchami,2004.0,GNB,FW,1,1,2,Almería,ESP-La Liga,"2022-23, 2023-24",,,,False,marciano tchami,2004
Marcin Bułka,1999.0,POL,GK,2,1,5,"Nice, Paris Saint-Germain",FRA-Ligue 1,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",,,,False,marcin bułka,1999
Marcin Kamiński,1992.0,POL,DF,3,1,3,"Düsseldorf, Schalke 04, Stuttgart",GER-Bundesliga,"2018-19, 2020-21, 2022-23",129358.0,Marcin Kamiński,exact_name_plus_birth_year,True,marcin kamiński,1992
Marcin Listkowski,1998.0,POL,"FW,MF",1,1,2,Lecce,ITA-Serie A,"2022-23, 2023-24",291276.0,Marcin Listkowski,exact_name_plus_birth_year,True,marcin listkowski,1998
Marco Alia,2000.0,ALB,GK,1,1,3,Lazio,ITA-Serie A,"2018-19, 2019-20, 2020-21",391931.0,Marco Alia,exact_name_plus_birth_year,True,marco alia,2000
Marco Andreolli,1986.0,ITA,DF,2,1,1,"Cagliari, Chievo",ITA-Serie A,2018-19,36356.0,Marco Andreolli,exact_name_plus_birth_year,True,marco andreolli,1986
Marco Asensio,1996.0,ESP,"FW, FW,MF, MF,FW",2,2,6,"Paris Saint-Germain, Real Madrid","ESP-La Liga, FRA-Ligue 1","2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",296622.0,Marco Asensio,exact_name_plus_birth_year,True,marco asensio,1996
Marco Ballarini,2001.0,ITA,MF,1,1,3,Udinese,ITA-Serie A,"2019-20, 2020-21, 2021-22",465279.0,Marco Ballarini,exact_name_plus_birth_year,True,marco ballarini,2001
Marco Benassi,1994.0,ITA,"DF, MF",4,1,5,"Cremonese, Empoli, Fiorentina, Hellas Verona",ITA-Serie A,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23",201040.0,Marco Benassi,exact_name_plus_birth_year,True,marco benassi,1994
Marco Bertini,2002.0,ITA,MF,1,1,3,Lazio,ITA-Serie A,"2020-21, 2021-22, 2022-23",613539.0,Marco Bertini,exact_name_plus_birth_year,True,marco bertini,2002
Marco Bizot,1991.0,NED,GK,1,1,3,Brest,FRA-Ligue 1,"2021-22, 2022-23, 2023-24",124884.0,Marco Bizot,exact_name_plus_birth_year,True,marco bizot,1991
Marco Bleve,1995.0,ITA,GK,1,1,2,Lecce,ITA-Serie A,"2019-20, 2022-23",215167.0,Marco Bleve,exact_name_plus_birth_year,True,marco bleve,1995
Marco Brescianini,2000.0,ITA,MF,2,1,3,"Frosinone, Milan",ITA-Serie A,"2018-19, 2019-20, 2023-24",459128.0,Marco Brescianini,exact_name_plus_birth_year,True,marco brescianini,2000
Marco Calderoni,1989.0,ITA,DF,1,1,1,Lecce,ITA-Serie A,2019-20,75327.0,Marco Calderoni,exact_name_plus_birth_year,True,marco calderoni,1989
Marco Camús,2001.0,ESP,MF,1,1,1,Valencia,ESP-La Liga,2023-24,636119.0,Marco Camus,exact_name_plus_birth_year,True,marco camús,2001
Marco Capuano,1991.0,ITA,DF,1,1,1,Frosinone,ITA-Serie A,2018-19,164091.0,Marco Capuano,exact_name_plus_birth_year,True,marco capuano,1991
Marco Carnesecchi,2000.0,ITA,GK,2,1,3,"Atalanta, Cremonese",ITA-Serie A,"2020-21, 2022-23, 2023-24",459763.0,Marco Carnesecchi,exact_name_plus_birth_year,True,marco carnesecchi,2000
Marco Curto,1999.0,ITA,DF,1,1,1,Empoli,ITA-Serie A,2018-19,315857.0,Marco Curto,exact_name_plus_birth_year,True,marco curto,1999
Marco D'Alessandro,1991.0,ITA,"MF, MF,FW",3,1,3,"Monza, SPAL, Udinese",ITA-Serie A,"2018-19, 2019-20, 2022-23",99232.0,Marco D'Alessandro,exact_name_plus_birth_year,True,marco d'alessandro,1991
Marco Fabián,1989.0,MEX,MF,1,1,1,Eintracht Frankfurt,GER-Bundesliga,2018-19,67685.0,Marco Fabián,exact_name_plus_birth_year,True,marco fabián,1989
Marco Festa,1992.0,ITA,GK,1,1,1,Crotone,ITA-Serie A,2020-21,257660.0,Marco Festa,exact_name_plus_birth_year,True,marco festa,1992
Marco Friedl,1998.0,AUT,"DF, DF,MF",1,1,5,Werder Bremen,GER-Bundesliga,"2018-19, 2019-20, 2020-21, 2022-23, 2023-24",156990.0,Marco Friedl,exact_name_plus_birth_year,True,marco friedl,1998
Marco Frigerio,2001.0,ITA,MF,1,1,1,Milan,ITA-Serie A,2020-21,492627.0,Marco Frigerio,exact_name_plus_birth_year,True,marco frigerio,2001
Marco Höger,1989.0,GER,"DF, MF",1,1,2,Köln,GER-Bundesliga,"2019-20, 2020-21",55510.0,Marco Höger,exact_name_plus_birth_year,True,marco höger,1989
Marco John,2002.0,GER,MF,1,1,2,Hoffenheim,GER-Bundesliga,"2020-21, 2021-22",450234.0,Marco John,exact_name_plus_birth_year,True,marco john,2002
Marco Majouga,2001.0,CTA,FW,1,1,1,Nîmes,FRA-Ligue 1,2020-21,814725.0,Marco Majouga,exact_name_plus_birth_year,True,marco majouga,2001
Marco Mancosu,1988.0,ITA,"MF, MF,FW",2,1,2,"Cagliari, Lecce",ITA-Serie A,"2019-20, 2023-24",51736.0,Marco Mancosu,exact_name_plus_birth_year,True,marco mancosu,1988
Marco Meneghetti,2001.0,ITA,GK,1,1,1,SPAL,ITA-Serie A,2019-20,524393.0,Marco Meneghetti,exact_name_plus_birth_year,True,marco meneghetti,2001
Marco Meyerhöfer,1995.0,GER,"DF,MF",1,1,1,Greuther Fürth,GER-Bundesliga,2021-22,196084.0,Marco Meyerhöfer,exact_name_plus_birth_year,True,marco meyerhöfer,1995
Marco Modolo,1989.0,ITA,DF,1,1,1,Venezia,ITA-Serie A,2021-22,198873.0,Marco Modolo,exact_name_plus_birth_year,True,marco modolo,1989
Marco Molla,2002.0,ALB,GK,1,1,3,Bologna,ITA-Serie A,"2019-20, 2020-21, 2021-22",574164.0,Marco Molla,exact_name_plus_birth_year,True,marco molla,2002
Marco Moreno,2001.0,ESP,DF,1,1,3,Atlético Madrid,ESP-La Liga,"2021-22, 2022-23, 2023-24",534376.0,Marco Moreno,exact_name_plus_birth_year,True,marco moreno,2001
Marco Olivieri,1999.0,ITA,FW,1,1,1,Juventus,ITA-Serie A,2019-20,346562.0,Marco Olivieri,exact_name_plus_birth_year,True,marco olivieri,1999
Marco Palestra,2005.0,ITA,MF,1,1,2,Atalanta,ITA-Serie A,"2022-23, 2023-24",895937.0,Marco Palestra,exact_name_plus_birth_year,True,marco palestra,2005
Marco Parolo,1985.0,ITA,"MF, MF,DF",1,1,3,Lazio,ITA-Serie A,"2018-19, 2019-20, 2020-21",84545.0,Marco Parolo,exact_name_plus_birth_year,True,marco parolo,1985
Marco Pašalić,2000.0,CRO,MF,1,1,1,Dortmund,GER-Bundesliga,2022-23,395928.0,Marco Pašalić,exact_name_plus_birth_year,True,marco pašalić,2000
Marco Pellegrino,2002.0,ARG,DF,2,1,1,"Milan, Salernitana",ITA-Serie A,2023-24,776303.0,Marco Pellegrino,exact_name_plus_birth_year,True,marco pellegrino,2002
Marco Pompetti,2000.0,ITA,MF,1,1,1,Sampdoria,ITA-Serie A,2019-20,459991.0,Marco Pompetti,exact_name_plus_birth_year,True,marco pompetti,2000
Marco Raina,2002.0,ITA,GK,1,1,1,Juventus,ITA-Serie A,2021-22,494301.0,Marco Raina,exact_name_plus_birth_year,True,marco raina,2002
Marco Rente,1997.0,GER,DF,1,1,1,Dortmund,GER-Bundesliga,2019-20,237244.0,Marco Rente,exact_name_plus_birth_year,True,marco rente,1997
Marco Reus,1989.0,GER,"MF, MF,FW",1,1,6,Dortmund,GER-Bundesliga,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",35207.0,Marco Reus,exact_name_plus_birth_year,True,marco reus,1989
Marco Richter,1997.0,GER,"MF, MF,FW",3,1,6,"Augsburg, Hertha BSC, Mainz 05",GER-Bundesliga,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",279009.0,Marco Richter,exact_name_plus_birth_year,True,marco richter,1997
Marco Russ,1985.0,GER,"DF, DF,MF",1,1,2,Eintracht Frankfurt,GER-Bundesliga,"2018-19, 2019-20",16520.0,Marco Russ,exact_name_plus_birth_year,True,marco russ,1985
Marco Sau,1987.0,ITA,"FW,MF, MF,FW",3,1,2,"Benevento, Cagliari, Sampdoria",ITA-Serie A,"2018-19, 2020-21",55801.0,Marco Sau,exact_name_plus_birth_year,True,marco sau,1987
Marco Silvestri,1991.0,ITA,GK,2,1,5,"Hellas Verona, Udinese",ITA-Serie A,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",85528.0,Marco Silvestri,exact_name_plus_birth_year,True,marco silvestri,1991
Marco Soler,2000.0,ESP,DF,1,1,2,Elche,ESP-La Liga,"2021-22, 2022-23",,,,False,marco soler,2000
Marco Somma,2002.0,ITA,DF,1,1,1,Sampdoria,ITA-Serie A,2021-22,567445.0,Marco Somma,exact_name_plus_birth_year,True,marco somma,2002
Marco Spina,2000.0,ITA,MF,1,1,1,SPAL,ITA-Serie A,2018-19,397860.0,Marco Spina,exact_name_plus_birth_year,True,marco spina,2000
Marco Sportiello,1992.0,ITA,GK,3,1,6,"Atalanta, Frosinone, Milan",ITA-Serie A,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",199976.0,Marco Sportiello,exact_name_plus_birth_year,True,marco sportiello,1992
Marco Stiepermann,1991.0,GER,MF,1,1,1,Norwich City,ENG-Premier League,2019-20,45760.0,Marco Stiepermann,exact_name_plus_birth_year,True,marco stiepermann,1991
Marco Terrazzino,1991.0,GER,"MF,FW",1,1,1,Freiburg,GER-Bundesliga,2018-19,67869.0,Marco Terrazzino,exact_name_plus_birth_year,True,marco terrazzino,1991
Marco Tumminello,1998.0,ITA,FW,1,1,1,Atalanta,ITA-Serie A,2018-19,315850.0,Marco Tumminello,exact_name_plus_birth_year,True,marco tumminello,1998
Marco Verratti,1992.0,ITA,MF,1,1,5,Paris Saint-Germain,FRA-Ligue 1,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23",102558.0,Marco Verratti,exact_name_plus_birth_year,True,marco verratti,1992
Marcos Acuña,1991.0,ARG,"DF, DF,MF",1,1,4,Sevilla,ESP-La Liga,"2020-21, 2021-22, 2022-23, 2023-24",60410.0,Marcos Acuña,exact_name_plus_birth_year,True,marcos acuña,1991
Marcos Alonso,1990.0,ESP,"DF, DF,MF, MF, MF,DF",2,2,6,"Barcelona, Chelsea","ENG-Premier League, ESP-La Liga","2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",112515.0,Marcos Alonso,exact_name_plus_birth_year,True,marcos alonso,1990
Marcos André,1996.0,BRA,"FW, FW,MF",2,1,3,"Valencia, Valladolid",ESP-La Liga,"2020-21, 2021-22, 2022-23",481084.0,Marcos André,exact_name_plus_birth_year,True,marcos andré,1996
Marcos Antônio,2000.0,BRA,MF,1,1,1,Lazio,ITA-Serie A,2022-23,468301.0,Marcos Antônio,exact_name_plus_birth_year,True,marcos antônio,2000
Marcos Fernández Cózar,2003.0,ESP,DF,1,1,3,Mallorca,ESP-La Liga,"2021-22, 2022-23, 2023-24",,,,False,marcos fernández cózar,2003
Marcos Lavín,1996.0,ESP,GK,1,1,1,Getafe,ESP-La Liga,2019-20,282409.0,Marcos Lavín,exact_name_plus_birth_year,True,marcos lavín,1996
Marcos Llorente,1995.0,ESP,"MF, MF,DF, MF,FW",2,1,6,"Atlético Madrid, Real Madrid",ESP-La Liga,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",282411.0,Marcos Llorente,exact_name_plus_birth_year,True,marcos llorente,1995
Marcos Mauro López Gutiérrez,1991.0,ARG,DF,1,1,2,Cádiz,ESP-La Liga,"2020-21, 2021-22",,,,False,marcos mauro lópez gutiérrez,1991
Marcos Peña,2005.0,ESP,MF,1,1,2,Almería,ESP-La Liga,"2022-23, 2023-24",1064121.0,Marcos Peña,exact_name_plus_birth_year,True,marcos peña,2005
Marcos Rojo,1990.0,ARG,DF,1,1,2,Manchester Utd,ENG-Premier League,"2018-19, 2019-20",93176.0,Marcos Rojo,exact_name_plus_birth_year,True,marcos rojo,1990
Marcos Senesi,1997.0,ARG,DF,1,1,2,Bournemouth,ENG-Premier League,"2022-23, 2023-24",469781.0,Marcos Senesi,exact_name_plus_birth_year,True,marcos senesi,1997
Marcus Bettinelli,1992.0,ENG,GK,2,1,4,"Chelsea, Fulham",ENG-Premier League,"2018-19, 2021-22, 2022-23, 2023-24",116648.0,Marcus Bettinelli,exact_name_plus_birth_year,True,marcus bettinelli,1992
Marcus Coco,1996.0,FRA,"FW, MF, MF,DF, MF,FW",2,1,6,"Guingamp, Nantes",FRA-Ligue 1,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",353365.0,Marcus Coco,exact_name_plus_birth_year,True,marcus coco,1996
Marcus Forss,1999.0,FIN,FW,1,1,1,Brentford,ENG-Premier League,2021-22,404584.0,Marcus Forss,exact_name_plus_birth_year,True,marcus forss,1999
Marcus Ingvartsen,1996.0,DEN,"MF, MF,FW",2,1,4,"Mainz 05, Union Berlin",GER-Bundesliga,"2019-20, 2020-21, 2021-22, 2022-23",269878.0,Marcus Ingvartsen,exact_name_plus_birth_year,True,marcus ingvartsen,1996
Marcus Müller,2002.0,GER,FW,1,1,1,Mainz 05,GER-Bundesliga,2023-24,698523.0,Marcus Müller,exact_name_plus_birth_year,True,marcus müller,2002
Marcus Pedersen,2000.0,NOR,DF,1,1,1,Sassuolo,ITA-Serie A,2023-24,583404.0,Marcus Pedersen,exact_name_plus_birth_year,True,marcus pedersen,2000
Marcus Rashford,1997.0,ENG,"FW,MF, MF,FW",1,1,6,Manchester Utd,ENG-Premier League,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",258923.0,Marcus Rashford,exact_name_plus_birth_year,True,marcus rashford,1997
Marcus Tavernier,1999.0,ENG,MF,1,1,2,Bournemouth,ENG-Premier League,"2022-23, 2023-24",399434.0,Marcus Tavernier,exact_name_plus_birth_year,True,marcus tavernier,1999
Marcus Thuram,1997.0,FRA,"FW, FW,MF, MF,FW",3,3,6,"Gladbach, Guingamp, Inter","FRA-Ligue 1, GER-Bundesliga, ITA-Serie A","2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",318528.0,Marcus Thuram,exact_name_plus_birth_year,True,marcus thuram,1997
Marcão,1996.0,BRA,DF,1,1,2,Sevilla,ESP-La Liga,"2022-23, 2023-24",439022.0,Marcão,exact_name_plus_birth_year,True,marcão,1996
Marek Hamšík,1987.0,SVK,MF,1,1,1,Napoli,ITA-Serie A,2018-19,38593.0,Marek Hamsik,exact_name_plus_birth_year,True,marek hamšík,1987
Marek Rodák,1996.0,SVK,GK,1,1,3,Fulham,ENG-Premier League,"2020-21, 2022-23, 2023-24",186901.0,Marek Rodák,exact_name_plus_birth_year,True,marek rodák,1996
Marek Suchý,1988.0,CZE,DF,1,1,2,Augsburg,GER-Bundesliga,"2019-20, 2020-21",34542.0,Marek Suchy,exact_name_plus_birth_year,True,marek suchý,1988
Mariano,1993.0,DOM,FW,3,2,6,"Lyon, Real Madrid, Sevilla","ESP-La Liga, FRA-Ligue 1","2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",,,,False,mariano,1993
Mariano Barbosa,1984.0,ARG,GK,1,1,1,Villarreal,ESP-La Liga,2018-19,30749.0,Mariano Barbosa,exact_name_plus_birth_year,True,mariano barbosa,1984
Marijan Ćavar,1998.0,BIH,MF,1,1,1,Eintracht Frankfurt,GER-Bundesliga,2019-20,419255.0,Marijan Cavar,exact_name_plus_birth_year,True,marijan ćavar,1998
Marin Jakoliš,1996.0,CRO,"FW, FW,MF",1,1,2,Angers,FRA-Ligue 1,"2021-22, 2022-23",261963.0,Marin Jakolis,exact_name_plus_birth_year,True,marin jakoliš,1996
Marin Pongračić,1997.0,CRO,DF,3,2,5,"Dortmund, Lecce, Wolfsburg","GER-Bundesliga, ITA-Serie A","2019-20, 2020-21, 2021-22, 2022-23, 2023-24",282144.0,Marin Pongracic,exact_name_plus_birth_year,True,marin pongračić,1997
Mario Balotelli,1990.0,ITA,FW,3,2,2,"Brescia, Marseille, Nice","FRA-Ligue 1, ITA-Serie A","2018-19, 2019-20",45146.0,Mario Balotelli,exact_name_plus_birth_year,True,mario balotelli,1990
Mario Dominguez,2004.0,ESP,MF,1,1,3,Valencia,ESP-La Liga,"2021-22, 2022-23, 2023-24",941867.0,Mario Dominguez,exact_name_plus_birth_year,True,mario dominguez,2004
Mario Gaspar,1990.0,ESP,"DF, DF,MF",1,1,4,Villarreal,ESP-La Liga,"2018-19, 2019-20, 2020-21, 2021-22",73250.0,Mario Gaspar,exact_name_plus_birth_year,True,mario gaspar,1990
Mario Gila,2000.0,ESP,DF,2,2,3,"Lazio, Real Madrid","ESP-La Liga, ITA-Serie A","2021-22, 2022-23, 2023-24",618341.0,Mario Gila,exact_name_plus_birth_year,True,mario gila,2000
Mario González,2004.0,ESP,MF,1,1,1,Granada,ESP-La Liga,2023-24,833340.0,Mario González,exact_name_plus_birth_year,True,mario gonzález,2004
Mario Gómez,1985.0,GER,FW,1,1,1,Stuttgart,GER-Bundesliga,2018-19,6288.0,Mario Gómez,exact_name_plus_birth_year,True,mario gómez,1985
Mario Götze,1992.0,GER,"FW, FW,MF, MF",2,1,4,"Dortmund, Eintracht Frankfurt",GER-Bundesliga,"2018-19, 2019-20, 2022-23, 2023-24",74842.0,Mario Götze,exact_name_plus_birth_year,True,mario götze,1992
